text,translation,target
@eve76 it would be fine if max and erma gave away those tasty salads each day. lol ,@eve76 ar fi bine dacă Max și Erma ar oferi acele salate gustoase în fiecare zi. lol,4
cant wait to get away for the weekend. finals tomorrow and off to the river to get my tan on ,abia aștept să plec în weekend. mâine examene finale și apoi la râu să mă bronzez,4
Fast Food For Lunch! ,Fast Food Pentru Prânz!,0
"Arrived at Funchal,very hot and beer cold!  pics later.","Am ajuns la Funchal, foarte cald și bere rece! poze mai târziu.",4
@marielenh Try adding/changing bio. It worked for me  for some strange reason... :S,@marielenh Încearcă să adaugi/schimbi bio-ul. A funcționat pentru mine  dintr-un motiv ciudat... :S,4
@lalamana @souljaboytellem maybe coz of hight hill. Tc ,@lalamana @souljaboytellem poate din cauza dealului înalt. Ai grijă,4
i wish we had more home movies... everyone kind of gave up on them when i was like three ,Aș dori să avem mai multe filme acasă... toată lumea a renunțat la ele când aveam vreo trei ani.,0
"@potentiate My wife told me about the green avatars yesterday, but I didn't get around to doing something about it until today. ","Soția mea mi-a vorbit despre avatarurile verzi ieri, dar nu am reușit să fac ceva în legătură cu asta până azi.",0
"Poor Dyno  he's okay though, he didn't get flushed all the way!","Sărmanul Dyno, totuși, e bine, nu a fost tras complet la toaletă!",0
@OrganicLisa WELCOME TO THE TWITESPHERE! IÂ´m leaving the Galapagos today. Sad  That does mean one day closer to seeing you again though!!,BUN VENIT ÎN TWITESFERĂ! Plec astăzi din Galapagos. Trist. Asta înseamnă totuși că suntem cu o zi mai aproape de a ne revedea!,0
sign up for the Mt Dew sweepstakes and win prizes! http://tinyurl.com/mtdewtokens ,Înscrie-te la concursul Mt Dew și câștigă premii! http://tinyurl.com/mtdewtokens,4
Just got on to do college work thinking bout my baby darnell. ,"Am început să lucrez la temele de la colegiu gândindu-mă la bebelușul meu, Darnell.",0
Jean Michel Jarre concert tomorrow  gotta work 7-3 before though ,"Concertul lui Jean Michel Jarre e mâine, dar trebuie să lucrez de la 7 la 3 înainte.",0
@surfygurlx cheer up ,Încurajează-te.,0
@iamtherumour_ annnie babes!  i have to revise for busman  give me sympathy. hahaha,Annie dragă! Trebuie să învăț pentru examenul la management. Fă-mi puțină simpatie. Hahaha.,4
has been driven indoors - away from her bedding plants - by the rain  ,A fost nevoită să stea în casă - departe de plantele ei de grădină - din cauza ploii.,0
@fromblueskies ESPN bought the football from Setanta ,ESPN a cumpărat fotbalul de la Setanta.,0
wake up early tomorrow . ,Trebuie să mă trezesc devreme mâine.,0
Yeah. It's sad. ,Da. E trist.,0
@bondscoop thanks -- no wonder I couldn't find it. I 'll take my $$ out of the mattress now. ,Mulțumesc -- de aceea nu am putut găsi. Acum îmi voi scoate banii din saltea.,4
What is common between Chidambaram and George Bush  http://news.oneindia.in/2009/04/07/sikh-journalist-hurls-shoe-at-p-chidambaram.html,Ce au în comun Chidambaram și George Bush http://news.oneindia.in/2009/04/07/sikh-journalist-hurls-shoe-at-p-chidambaram.html,0
@embeep sorry about your sadness  I'll be home next weeked. we can faff about and stalk celebs on twitter,Îmi pare rău pentru tristețea ta. Voi fi acasă weekendul viitor. Putem pierde timpul și să urmărim celebritățile pe Twitter.,0
@kool_aid LMAO!  woo-hoo! You made me laugh big time today! Thanks. ,MĂ AMUZ! Yuhuu! M-ai făcut să râd cu adevărat azi! Mulțumesc.,4
Twitter is .... somehow borring... ,Twitter e... cumva plictisitor...,0
I.....want to.......go........home........ ,Vreau... să... merg... acasă...,0
@CorkyIsCrazy Night ,Noapte bună.,4
@hubert_tay @inspirebel I have been cabbing cos can claim from company muahaha!  I miss you guys too!,"@hubert_tay @inspirebel Am luat taxiul pentru că pot cere rambursare de la companie muahaha! Mi-e dor de voi, băieți!",4
"@rustyrockets i think, mr brand, that u at least owe us a few tweets after abandoning us uk girlies for LA  xx","@rustyrockets cred că, domnule Brand, ne datorați câteva tweet-uri după ce ne-ați abandonat pe noi, fetele din UK, pentru LA xx",0
i want more cashew nuts but my braces can't handle it anymore *stares at the cashew nuts* huhu ,"Vreau mai multe nuci de caju, dar bretelele mele nu le mai suportă *privesc nucile de caju* huhu",0
thinking of this problem. i dont know whats going on actually. ,"mă gândesc la această problemă. de fapt, nu știu ce se întâmplă.",0
"Finished the first day of Bridges. Exhausted, but happy ","Am terminat prima zi de Bridges. Extenuat, dar fericit",4
@indiemoviemaker thanks 4 including me in your shoutout ,@indiemoviemaker mulțumesc că m-ai menționat în postarea ta,4
"@lilyroseallen ah, how lovely  i hope you have a peaceful and relaxing day! truly cannot wait to see you in australia. x","@lilyroseallen ah, ce frumos. Sper să ai o zi liniștită și relaxantă! Abia aștept să te văd în Australia. x",4
@LadyParadis Ah. I figured you probably were or kept a very punishing schedule. ,@LadyParadis Ah. Am bănuit că probabil ai un program foarte solicitant.,4
"@thomaskattus you asked about my SF schedule, dahling...maybe next time ","@thomaskattus ai întrebat despre programul meu din SF, dragă... poate data viitoare",4
Note 2 All: Premier Issue Arriving October instead of September.  Extra month to get it juuuuuuuust right  ,Notă pentru toți: Primul număr va apărea în octombrie în loc de septembrie. Un extra lună pentru a-l face perfect,4
torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.,torrentele durează o veșnicie. de ce e atât de încet. mă enervează youtube că îmi întrerupe vizionarea de seriale.,0
Waiting for mum friend to come he gonna teach me how to drive a land rover  luuv big cars ;) ,Aștept să vină prietenul mamei să mă învețe să conduc un Land Rover. Iubesc mașinile mari ;),4
"Got back from working at the Foster's, then hung out with Brooke and Holly for a bit. ","M-am întors de la lucrat la Foster's, apoi am stat de vorbă cu Brooke și Holly puțin.",4
Enjoying the public holiday .... at the office ,Mă bucur de ziua liberă... la birou,0
@vern28 aww thanks!  its getting better yea... how are ya so far? &lt;3,"@vern28 aww mulțumesc! se îmbunătățește, da... tu ce mai faci? &lt;3",4
@meriel awww ull get it soon enough ,@meriel awww o să reușești să obții în curând,4
@shamim86 Want to swap? ,@shamim86 Vrei să facem schimb?,4
won tickets to see the jonas brothers (: ...but of course I can't go ,am câștigat bilete pentru a-i vedea pe frații Jonas (: ...dar desigur că nu pot merge,0
@philwill Your target speed for our &quot;race&quot; will be revised accordingly ,"@philwill Viteza ta țintă pentru ""cursa"" noastră va fi revizuită în consecință",4
I didn't get my free coke glass ,Nu mi-am primit paharul de Coca-Cola gratuit,0
"just had lunch...lol btw, good afternoon ppl ","Am luat prânzul...lol btw, bună după-amiază oameni",4
"@riskyrevenge Wait, what? Sick? ","@riskyrevenge Așteaptă, ce? Bolnav?",0
@syazanaa I'm hungry la.  Healthy food is SO not satisfying.,@syazanaa Mi-e foame. Mâncarea sănătoasă nu este deloc satisfăcătoare.,0
@tommcfly please tom! say 'hola' to the argentinian fans! ,@tommcfly te rog tom! spune 'hola' fanilor argentinieni!,4
@30daysofbikram Go you!  Only 11 more days to go. Have you tried doing doubles?,@30daysofbikram Bravo! Mai sunt doar 11 zile. Ai încercat să faci antrenamente duble?,4
@SCottNYdam:  Hope you're mending up well.  I look forward to seeing you buzzing around France soon.  ,@SCottNYdam: Sper că te refaci bine. Aștept să te văd bântuind prin Franța în curând.,4
"@Porfix haha of course I'd say that the Dutch are just a tad cuter  But still, berlin and its inhabitants are the best!","@Porfix haha desigur că aș spune că olandezii sunt puțin mai drăguți. Dar totuși, Berlinul și locuitorii săi sunt cei mai buni!",4
"@jenwoodhouse well technically May ran outta days, you &amp; I don't have to call it June if we don't wanna  lol","@jenwoodhouse tehnic, mai ales că mai țineau zilele lui mai, tu și cu mine nu trebuie să numim iunie dacă nu vrem lol",4
I'm gonna cuddle with my dog and play Donkey Kong. My life is pathetic ,O să mă cuibăresc cu câinele meu și o să joc Donkey Kong. Viața mea este patetică,4
@FrauEngel And I DO love Mars Planets. Loved them before they were out in Germany. British shops are the best ,@FrauEngel Și chiar îmi plac bomboanele Mars Planets. Le-am iubit înainte să fie disponibile în Germania. Magazinele britanice sunt cele mai bune,4
"@jldavid Hey, nice new pic! Sounds like you had a good trip. ","@jldavid Hey, poză nouă frumoasă! Sună că ai avut o călătorie plăcută.",4
I'm extrememly lonely right now! Everyone is out and I'm stuck here doing Maths revision...against my will! Boo! ,Sunt extrem de singur acum! Toată lumea este plecată și eu sunt blocat aici făcând repetiții la matematică...împotriva voinței mele! Boo!,0
"Of course, as always, Jerry wants some tweaks to the covers... Bah! It wouldn't annoy me so much if he wasn't right ","Desigur, ca întotdeauna, Jerry vrea câteva ajustări la coperți... Bah! Nu m-ar deranja atât de mult dacă nu ar avea dreptate",4
"I miss my friends, I miss my family, I miss my old town! i wanna back home  i dont wanna be here","Îmi lipsesc prietenii, îmi lipsesc familia, îmi lipsesc orașul meu vechi! Vreau să mă întorc acasă, nu vreau să fiu aici",0
@ESPN_ProdGirl thanks. we had a good team working on this. More stuff to come. ,@ESPN_ProdGirl mulțumesc. Am avut o echipă bună lucrand la asta. Mai multe lucruri în curând.,4
por fin viernesssssssssssssssssssssssssssssssss... ,în sfârșit vineri...,4
@MomaMiaCL welcome moma to Twitter! ,@MomaMiaCL bun venit moma pe Twitter!,4
"@vickixashton i have.. 19 days left, and.. I Have 10 exams left! ","@vickixashton am.. 19 zile rămase, și.. Am 10 examene rămase!",0
@billy_norris Enjoy the view! Do you have any more pics to share with us? ,@billy_norris Bucură-te de priveliște! Ai mai multe poze de împărtășit cu noi?,4
"lol she is definatley insane,if you couldnt tell from the start then you wernt paying much attention ppl!! ","lol ea este cu siguranță nebună, dacă nu ai observat de la început, atunci nu ai fost atent oameni!!",4
